,Movie_name,Popularity,rating,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
429,Duck Soup (1933),0.15780446,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
430,Highlander (1986),0.260720412,3.535947712,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Fantasia (1940),0.296740995,3.770114943,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,Heathers (1989),0.291595197,3.69005848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Forbidden Planet (1956),0.113207547,3.835820896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,Butch Cassidy and the Sundance Kid (1969),0.368782161,3.949074074,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
435,"American Werewolf in London, An (1981)",0.168096055,3.535353535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,Amityville 1992: It's About Time (1992),0.006861063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,Amityville 3-D (1983),0.008576329,1.166666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Amityville: A New Generation (1993),0.006861063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,Amityville II: The Possession (1982),0.022298456,1.642857143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,"Amityville Horror, The (1979)",0.089193825,2.566037736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,"Amityville Curse, The (1990)",0.005145798,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,"Birds, The (1963)",0.276157804,3.808641975,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,"Blob, The (1958)",0.077186964,2.717391304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
444,"Body Snatcher, The (1945)",0.036020583,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,Burnt Offerings (1976),0.013722127,2.444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Carrie (1976),0.205831904,3.504132231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,"Omen, The (1976)",0.144082333,3.388235294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,Star Trek: The Motion Picture (1979),0.19897084,3.034188034,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,Star Trek V: The Final Frontier (1989),0.106346484,2.396825397,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,Grease (1978),0.289879931,3.347058824,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
451,Jaws 2 (1978),0.111492281,2.666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
452,Jaws 3-D (1983),0.025728988,1.9375,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Bastard Out of Carolina (1996),0.025728988,2.875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
454,Jackie Chan's First Strike (1996),0.246998285,3.255172414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Beverly Hills Ninja (1997),0.080617496,2.3125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Free Willy 3: The Rescue (1997),0.044596913,1.740740741,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,Nixon (1995),0.152658662,3.122222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,"Cry, the Beloved Country (1995)",0.039451115,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,"Crossing Guard, The (1995)",0.046312178,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,Smoke (1995),0.125214408,3.621621622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Like Water For Chocolate (Como agua para chocolate) (1992),0.252144082,3.804054054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462,"Secret of Roan Inish, The (1994)",0.120068611,3.85915493,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,Vanya on 42nd Street (1994),0.044596913,3.592592593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,"Jungle Book, The (1994)",0.144082333,3.564705882,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,Red Rock West (1992),0.087478559,3.596153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,"Bronx Tale, A (1993)",0.080617496,3.791666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,Rudy (1993),0.10806175,3.3125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,Short Cuts (1993),0.113207547,3.776119403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,Tombstone (1993),0.183533448,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,Courage Under Fire (1996),0.377358491,3.610859729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
471,Dragonheart (1996),0.269296741,3.082278481,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,James and the Giant Peach (1996),0.214408233,3.126984127,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.331046312,4.25257732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
474,Trainspotting (1996),0.427101201,3.884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
475,"First Wives Club, The (1996)",0.272727273,3.01875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,Matilda (1996),0.161234991,3.210526316,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"Philadelphia Story, The (1940)",0.176672384,4.115384615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
478,Vertigo (1958),0.305317324,4.251396648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
479,North by Northwest (1959),0.305317324,4.284916201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
480,"Apartment, The (1960)",0.106346484,3.936507937,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
481,Some Like It Hot (1959),0.217838765,3.984375,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
482,Casablanca (1942),0.41509434,4.456790123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
483,"Maltese Falcon, The (1941)",0.234991424,4.210144928,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
484,My Fair Lady (1964),0.212692967,3.816,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
485,Sabrina (1954),0.10806175,3.796875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
486,Roman Holiday (1953),0.114922813,4.102941176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,Sunset Blvd. (1950),0.109777015,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
488,Notorious (1946),0.087478559,4.115384615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
489,To Catch a Thief (1955),0.084048027,4.02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
490,"Adventures of Robin Hood, The (1938)",0.113207547,3.791044776,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,East of Eden (1955),0.09948542,3.86440678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,"Thin Man, The (1934)",0.101200686,4.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,His Girl Friday (1940),0.094339623,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Around the World in 80 Days (1956),0.09948542,3.661016949,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,It's a Wonderful Life (1946),0.394511149,4.121212121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,Bringing Up Baby (1938),0.114922813,3.838235294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
497,"African Queen, The (1951)",0.259005146,4.184210526,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
498,Cat on a Hot Tin Roof (1958),0.104631218,3.951612903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
499,Fly Away Home (1996),0.051457976,3.903225806,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,Dumbo (1941),0.209262436,3.495934959,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
501,Bananas (1971),0.096054889,3.701754386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
502,"Candidate, The (1972)",0.065180103,3.641025641,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
503,Bonnie and Clyde (1967),0.20754717,3.819672131,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
504,Dial M for Murder (1954),0.114922813,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
505,Rebel Without a Cause (1955),0.152658662,3.855555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,"Streetcar Named Desire, A (1951)",0.166380789,3.816326531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,"People vs. Larry Flynt, The (1996)",0.367066895,3.595348837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,My Left Foot (1989),0.205831904,3.851239669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,"Magnificent Seven, The (1954)",0.205831904,3.94214876,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
510,Lawrence of Arabia (1962),0.295025729,4.231213873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511,Wings of Desire (1987),0.096054889,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
512,"Third Man, The (1949)",0.121783877,4.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
513,Annie Hall (1977),0.30703259,3.911111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
514,"Boot, Das (1981)",0.343053173,4.2039801,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
515,Local Hero (1983),0.106346484,3.968253968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Manhattan (1979),0.154373928,3.769230769,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
517,Miller's Crossing (1990),0.150943396,3.651685393,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,"Treasure of the Sierra Madre, The (1948)",0.135506003,4.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,"Great Escape, The (1963)",0.210977702,4.10483871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520,"Deer Hunter, The (1978)",0.204116638,3.833333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
521,Down by Law (1986),0.058319039,3.771428571,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
522,Cool Hand Luke (1967),0.279588336,3.993902439,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,"Great Dictator, The (1940)",0.077186964,4.02173913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"Big Sleep, The (1946)",0.123499142,4.02739726,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
525,Ben-Hur (1959),0.210977702,3.830645161,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526,Gandhi (1982),0.332761578,4.020512821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,"Killing Fields, The (1984)",0.205831904,4.132231405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
528,My Life as a Dog (Mitt liv som hund) (1985),0.15780446,3.978494624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
529,"Man Who Would Be King, The (1975)",0.135506003,4.025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Shine (1996),0.219554031,3.92248062,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
531,Kama Sutra: A Tale of Love (1996),0.036020583,3.318181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
532,"Daytrippers, The (1996)",0.024013722,3.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,Traveller (1997),0.02058319,3.307692308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,Addicted to Love (1997),0.090909091,3.166666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
535,Ponette (1996),0.015437393,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,My Own Private Idaho (1991),0.04974271,3.633333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,Anastasia (1997),0.111492281,3.424242424,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
538,Mouse Hunt (1997),0.073756432,2.477272727,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Money Train (1995),0.072041166,2.511627907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Mortal Kombat (1995),0.082332762,2.87755102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Pocahontas (1995),0.085763293,2.529411765,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
542,"Misérables, Les (1995)",0.034305317,3.619047619,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
543,Things to Do in Denver when You're Dead (1995),0.120068611,3.154929577,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
544,Vampire in Brooklyn (1995),0.018867925,1.833333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
545,Broken Arrow (1996),0.433962264,3.031496063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
546,"Young Poisoner's Handbook, The (1995)",0.068610635,3.341463415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
547,"NeverEnding Story III, The (1994)",0.018867925,2.166666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
548,Rob Roy (1995),0.156089194,3.565217391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
549,Die Hard: With a Vengeance (1995),0.25728988,3.284768212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550,Lord of Illusions (1995),0.039451115,2.416666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,Species (1995),0.075471698,2.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
552,"Walk in the Clouds, A (1995)",0.106346484,3.285714286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
553,Waterworld (1995),0.173241852,2.803921569,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,White Man's Burden (1995),0.015437393,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Wild Bill (1995),0.018867925,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,Farinelli: il castrato (1994),0.027444254,3.117647059,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
557,Heavenly Creatures (1994),0.118353345,3.671428571,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
558,Interview with the Vampire (1994),0.233276158,3.182481752,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
559,"Kid in King Arthur's Court, A (1995)",0.036020583,2.727272727,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
560,Mary Shelley's Frankenstein (1994),0.09948542,3.06779661,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
561,"Quick and the Dead, The (1995)",0.080617496,3.208333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,Stephen King's The Langoliers (1995),0.048027444,2.413793103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
563,Tales from the Hood (1995),0.044596913,2.037037037,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
564,Village of the Damned (1995),0.036020583,2.681818182,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
565,Clear and Present Danger (1994),0.305317324,3.569832402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,Wes Craven's New Nightmare (1994),0.058319039,2.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
567,Speed (1994),0.392795883,3.647826087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
568,Wolf (1994),0.113207547,2.701492537,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
569,Wyatt Earp (1994),0.084048027,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
570,Another Stakeout (1993),0.046312178,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
571,Blown Away (1994),0.048027444,2.75862069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
572,Body Snatchers (1993),0.054888508,2.939393939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
573,Boxing Helena (1993),0.024013722,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
574,City Slickers II: The Legend of Curly's Gold (1994),0.073756432,2.545454545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
575,Cliffhanger (1993),0.15780446,3.021505376,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
576,Coneheads (1993),0.068610635,2.219512195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
577,Demolition Man (1993),0.156089194,3.152173913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,Fatal Instinct (1993),0.030874786,2.631578947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0.053173242,3.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
580,Kalifornia (1993),0.09948542,3.220338983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
581,"Piano, The (1993)",0.2864494,3.601190476,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
582,Romeo Is Bleeding (1993),0.061749571,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
583,"Secret Garden, The (1993)",0.133790738,3.544303797,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
584,Son in Law (1993),0.065180103,2.487179487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Terminal Velocity (1994),0.056603774,2.676470588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,"Hour of the Pig, The (1993)",0.022298456,3.571428571,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
587,Beauty and the Beast (1991),0.344768439,3.792079208,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
588,"Wild Bunch, The (1969)",0.072041166,4.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,Hellraiser: Bloodline (1996),0.02915952,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
590,Primal Fear (1996),0.303602058,3.601123596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
591,True Crime (1995),0.013722127,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
592,Stalingrad (1993),0.018867925,3.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
593,Heavy (1995),0.006861063,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
594,"Fan, The (1996)",0.10806175,3.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
595,"Hunchback of Notre Dame, The (1996)",0.216123499,3.377952756,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
596,Eraser (1996),0.351629503,3.150485437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
597,"Big Squeeze, The (1996)",0.005145798,2.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
598,Police Story 4: Project S (Chao ji ji hua) (1993),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Daniel Defoe's Robinson Crusoe (1996),0.001715266,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,For Whom the Bell Tolls (1943),0.032590051,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
601,"American in Paris, An (1951)",0.084048027,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
602,Rear Window (1954),0.3567753,4.387559809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
603,It Happened One Night (1934),0.137221269,4.012345679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Meet Me in St. Louis (1944),0.051457976,3.35483871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
605,All About Eve (1950),0.111492281,4.045454545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
606,Rebecca (1940),0.111492281,3.96969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
607,Spellbound (1945),0.04974271,3.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
608,Father of the Bride (1950),0.101200686,3.583333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Gigi (1958),0.068610635,3.658536585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
610,Laura (1944),0.066895369,4.1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
611,Lost Horizon (1937),0.056603774,3.941176471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
612,My Man Godfrey (1936),0.044596913,4.037037037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Giant (1956),0.085763293,3.745098039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,"39 Steps, The (1935)",0.09948542,4.050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,Night of the Living Dead (1968),0.10806175,3.421875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
616,"Blue Angel, The (Blaue Engel, Der) (1930)",0.02915952,3.777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
617,Picnic (1955),0.02915952,3.611111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
618,Extreme Measures (1996),0.10806175,3.171875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
619,"Chamber, The (1996)",0.072041166,3.093023256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620,"Davy Crockett, King of the Wild Frontier (1955)",0.017152659,2.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
621,Swiss Family Robinson (1960),0.065180103,3.358974359,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Angels in the Outfield (1994),0.065180103,2.923076923,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
623,"Three Caballeros, The (1945)",0.036020583,3.272727273,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
624,"Sword in the Stone, The (1963)",0.138936535,3.329268293,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,So Dear to My Heart (1949),0.005145798,3.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
626,Robin Hood: Prince of Thieves (1991),0.126929674,3.226666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
627,Sleepers (1996),0.288164666,3.514792899,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
628,Victor/Victoria (1982),0.130360206,3.337662338,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
629,"Great Race, The (1965)",0.051457976,3.290322581,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
630,"Crying Game, The (1992)",0.202401372,3.621848739,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
631,Sophie's Choice (1982),0.097770154,3.896551724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
632,"Christmas Carol, A (1938)",0.116638079,4.057971014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
633,Microcosmos: Le peuple de l'herbe (1996),0.039451115,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
634,"Fog, The (1980)",0.037735849,2.739130435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,Escape from New York (1981),0.154373928,3.241758242,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
636,"Howling, The (1981)",0.063464837,3.026315789,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
637,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0.073756432,3.772727273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
638,"Tin Drum, The (Blechtrommel, Die) (1979)",0.066895369,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639,"Cook the Thief His Wife & Her Lover, The (1989)",0.138936535,3.024390244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
640,Paths of Glory (1957),0.054888508,4.212121212,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
641,"Grifters, The (1990)",0.150943396,3.483146067,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
642,The Innocent (1994),0.005145798,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
643,"Thin Blue Line, The (1988)",0.058319039,3.771428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
